book,bookNumber,chapter,verse,reference,referenceKey,testament,text
Deuteronomy,5,18,20,Deuteronomy 18:20,deuteronomy-18-20,Old Testament,"But the prophet, which shall presume to speak a word in my name, which I have not commanded him to speak, or that shall speak in the name of other gods, even that prophet shall die."
Deuteronomy,5,18,21,Deuteronomy 18:21,deuteronomy-18-21,Old Testament,"And if thou say in thine heart, How shall we know the word which the LORD hath not spoken?"
Deuteronomy,5,18,22,Deuteronomy 18:22,deuteronomy-18-22,Old Testament,"When a prophet speaketh in the name of the LORD, if the thing follow not, nor come to pass, that is the thing which the LORD hath not spoken, but the prophet hath spoken it presumptuously: thou shalt not be afraid of him."
Deuteronomy,5,19,1,Deuteronomy 19:1,deuteronomy-19-1,Old Testament,"When the LORD thy God hath cut off the nations, whose land the LORD thy God giveth thee, and thou succeedest them, and dwellest in their cities, and in their houses;"
Deuteronomy,5,19,2,Deuteronomy 19:2,deuteronomy-19-2,Old Testament,"Thou shalt separate three cities for thee in the midst of thy land, which the LORD thy God giveth thee to possess it."
Deuteronomy,5,19,3,Deuteronomy 19:3,deuteronomy-19-3,Old Testament,"Thou shalt prepare thee a way, and divide the coasts of thy land, which the LORD thy God giveth thee to inherit, into three parts, that every slayer may flee thither."
Deuteronomy,5,19,4,Deuteronomy 19:4,deuteronomy-19-4,Old Testament,"And this is the case of the slayer, which shall flee thither, that he may live: Whoso killeth his neighbour ignorantly, whom he hated not in time past;"
Deuteronomy,5,19,5,Deuteronomy 19:5,deuteronomy-19-5,Old Testament,"As when a man goeth into the wood with his neighbour to hew wood, and his hand fetcheth a stroke with the axe to cut down the tree, and the head slippeth from the helve, and lighteth upon his neighbour, that he die; he shall flee unto one of those cities, and live:"
Deuteronomy,5,19,6,Deuteronomy 19:6,deuteronomy-19-6,Old Testament,"Lest the avenger of the blood pursue the slayer, while his heart is hot, and overtake him, because the way is long, and slay him; whereas he was not worthy of death, inasmuch as he hated him not in time past."
Deuteronomy,5,19,7,Deuteronomy 19:7,deuteronomy-19-7,Old Testament,"Wherefore I command thee, saying, Thou shalt separate three cities for thee."
Deuteronomy,5,19,8,Deuteronomy 19:8,deuteronomy-19-8,Old Testament,"And if the LORD thy God enlarge thy coast, as he hath sworn unto thy fathers, and give thee all the land which he promised to give unto thy fathers;"
Deuteronomy,5,19,9,Deuteronomy 19:9,deuteronomy-19-9,Old Testament,"If thou shalt keep all these commandments to do them, which I command thee this day, to love the LORD thy God, and to walk ever in his ways; then shalt thou add three cities more for thee, beside these three:"
Deuteronomy,5,19,10,Deuteronomy 19:10,deuteronomy-19-10,Old Testament,"That innocent blood be not shed in thy land, which the LORD thy God giveth thee for an inheritance, and so blood be upon thee."
Deuteronomy,5,19,11,Deuteronomy 19:11,deuteronomy-19-11,Old Testament,"But if any man hate his neighbour, and lie in wait for him, and rise up against him, and smite him mortally that he die, and fleeth into one of these cities:"
Deuteronomy,5,19,12,Deuteronomy 19:12,deuteronomy-19-12,Old Testament,"Then the elders of his city shall send and fetch him thence, and deliver him into the hand of the avenger of blood, that he may die."
Deuteronomy,5,19,13,Deuteronomy 19:13,deuteronomy-19-13,Old Testament,"Thine eye shall not pity him, but thou shalt put away the guilt of innocent blood from Israel, that it may go well with thee."
Deuteronomy,5,19,14,Deuteronomy 19:14,deuteronomy-19-14,Old Testament,"Thou shalt not remove thy neighbour's landmark, which they of old time have set in thine inheritance, which thou shalt inherit in the land that the LORD thy God giveth thee to possess it."
Deuteronomy,5,19,15,Deuteronomy 19:15,deuteronomy-19-15,Old Testament,"One witness shall not rise up against a man for any iniquity, or for any sin, in any sin that he sinneth: at the mouth of two witnesses, or at the mouth of three witnesses, shall the matter be established."
Deuteronomy,5,19,16,Deuteronomy 19:16,deuteronomy-19-16,Old Testament,If a false witness rise up against any man to testify against him that which is wrong;
Deuteronomy,5,19,17,Deuteronomy 19:17,deuteronomy-19-17,Old Testament,"Then both the men, between whom the controversy is, shall stand before the LORD, before the priests and the judges, which shall be in those days;"
Deuteronomy,5,19,18,Deuteronomy 19:18,deuteronomy-19-18,Old Testament,"And the judges shall make diligent inquisition: and, behold, if the witness be a false witness, and hath testified falsely against his brother;"
Deuteronomy,5,19,19,Deuteronomy 19:19,deuteronomy-19-19,Old Testament,"Then shall ye do unto him, as he had thought to have done unto his brother: so shalt thou put the evil away from among you."
Deuteronomy,5,19,20,Deuteronomy 19:20,deuteronomy-19-20,Old Testament,"And those which remain shall hear, and fear, and shall henceforth commit no more any such evil among you."
Deuteronomy,5,19,21,Deuteronomy 19:21,deuteronomy-19-21,Old Testament,"And thine eye shall not pity; but life shall go for life, eye for eye, tooth for tooth, hand for hand, foot for foot."
Deuteronomy,5,20,1,Deuteronomy 20:1,deuteronomy-20-1,Old Testament,"When thou goest out to battle against thine enemies, and seest horses, and chariots, and a people more than thou, be not afraid of them: for the LORD thy God is with thee, which brought thee up out of the land of Egypt."
Deuteronomy,5,20,2,Deuteronomy 20:2,deuteronomy-20-2,Old Testament,"And it shall be, when ye are come nigh unto the battle, that the priest shall approach and speak unto the people,"
Deuteronomy,5,20,3,Deuteronomy 20:3,deuteronomy-20-3,Old Testament,"And shall say unto them, Hear, O Israel, ye approach this day unto battle against your enemies: let not your hearts faint, fear not, and do not tremble, neither be ye terrified because of them;"
Deuteronomy,5,20,4,Deuteronomy 20:4,deuteronomy-20-4,Old Testament,"For the LORD your God is he that goeth with you, to fight for you against your enemies, to save you."
Deuteronomy,5,20,5,Deuteronomy 20:5,deuteronomy-20-5,Old Testament,"And the officers shall speak unto the people, saying, What man is there that hath built a new house, and hath not dedicated it? let him go and return to his house, lest he die in the battle, and another man dedicate it."
Deuteronomy,5,20,6,Deuteronomy 20:6,deuteronomy-20-6,Old Testament,"And what man is he that hath planted a vineyard, and hath not yet eaten of it? let him also go and return unto his house, lest he die in the battle, and another man eat of it."
Deuteronomy,5,20,7,Deuteronomy 20:7,deuteronomy-20-7,Old Testament,"And what man is there that hath betrothed a wife, and hath not taken her? let him go and return unto his house, lest he die in the battle, and another man take her."
Deuteronomy,5,20,8,Deuteronomy 20:8,deuteronomy-20-8,Old Testament,"And the officers shall speak further unto the people, and they shall say, What man is there that is fearful and fainthearted? let him go and return unto his house, lest his brethren's heart faint as well as his heart."
Deuteronomy,5,20,9,Deuteronomy 20:9,deuteronomy-20-9,Old Testament,"And it shall be, when the officers have made an end of speaking unto the people, that they shall make captains of the armies to lead the people."
Deuteronomy,5,20,10,Deuteronomy 20:10,deuteronomy-20-10,Old Testament,"When thou comest nigh unto a city to fight against it, then proclaim peace unto it."
Deuteronomy,5,20,11,Deuteronomy 20:11,deuteronomy-20-11,Old Testament,"And it shall be, if it make thee answer of peace, and open unto thee, then it shall be, that all the people that is found therein shall be tributaries unto thee, and they shall serve thee."
Deuteronomy,5,20,12,Deuteronomy 20:12,deuteronomy-20-12,Old Testament,"And if it will make no peace with thee, but will make war against thee, then thou shalt besiege it:"
Deuteronomy,5,20,13,Deuteronomy 20:13,deuteronomy-20-13,Old Testament,"And when the LORD thy God hath delivered it into thine hands, thou shalt smite every male thereof with the edge of the sword:"
Deuteronomy,5,20,14,Deuteronomy 20:14,deuteronomy-20-14,Old Testament,"But the women, and the little ones, and the cattle, and all that is in the city, even all the spoil thereof, shalt thou take unto thyself; and thou shalt eat the spoil of thine enemies, which the LORD thy God hath given thee."
Deuteronomy,5,20,15,Deuteronomy 20:15,deuteronomy-20-15,Old Testament,"Thus shalt thou do unto all the cities which are very far off from thee, which are not of the cities of these nations."
Deuteronomy,5,20,16,Deuteronomy 20:16,deuteronomy-20-16,Old Testament,"But of the cities of these people, which the LORD thy God doth give thee for an inheritance, thou shalt save alive nothing that breatheth:"
Deuteronomy,5,20,17,Deuteronomy 20:17,deuteronomy-20-17,Old Testament,"But thou shalt utterly destroy them; namely, the Hittites, and the Amorites, the Canaanites, and the Perizzites, the Hivites, and the Jebusites; as the LORD thy God hath commanded thee:"
Deuteronomy,5,20,18,Deuteronomy 20:18,deuteronomy-20-18,Old Testament,"That they teach you not to do after all their abominations, which they have done unto their gods; so should ye sin against the LORD your God."
Deuteronomy,5,20,19,Deuteronomy 20:19,deuteronomy-20-19,Old Testament,"When thou shalt besiege a city a long time, in making war against it to take it, thou shalt not destroy the trees thereof by forcing an axe against them: for thou mayest eat of them, and thou shalt not cut them down (for the tree of the field is man's life) to employ them in the siege:"
Deuteronomy,5,20,20,Deuteronomy 20:20,deuteronomy-20-20,Old Testament,"Only the trees which thou knowest that they be not trees for meat, thou shalt destroy and cut them down; and thou shalt build bulwarks against the city that maketh war with thee, until it be subdued."
Deuteronomy,5,21,1,Deuteronomy 21:1,deuteronomy-21-1,Old Testament,"If one be found slain in the land which the LORD thy God giveth thee to possess it, lying in the field, and it be not known who hath slain him:"
Deuteronomy,5,21,2,Deuteronomy 21:2,deuteronomy-21-2,Old Testament,"Then thy elders and thy judges shall come forth, and they shall measure unto the cities which are round about him that is slain:"
Deuteronomy,5,21,3,Deuteronomy 21:3,deuteronomy-21-3,Old Testament,"And it shall be, that the city which is next unto the slain man, even the elders of that city shall take an heifer, which hath not been wrought with, and which hath not drawn in the yoke;"
Deuteronomy,5,21,4,Deuteronomy 21:4,deuteronomy-21-4,Old Testament,"And the elders of that city shall bring down the heifer unto a rough valley, which is neither eared nor sown, and shall strike off the heifer's neck there in the valley:"
Deuteronomy,5,21,5,Deuteronomy 21:5,deuteronomy-21-5,Old Testament,"And the priests the sons of Levi shall come near; for them the LORD thy God hath chosen to minister unto him, and to bless in the name of the LORD; and by their word shall every controversy and every stroke be tried:"
Deuteronomy,5,21,6,Deuteronomy 21:6,deuteronomy-21-6,Old Testament,"And all the elders of that city, that are next unto the slain man, shall wash their hands over the heifer that is beheaded in the valley:"
Deuteronomy,5,21,7,Deuteronomy 21:7,deuteronomy-21-7,Old Testament,"And they shall answer and say, Our hands have not shed this blood, neither have our eyes seen it."
Deuteronomy,5,21,8,Deuteronomy 21:8,deuteronomy-21-8,Old Testament,"Be merciful, O LORD, unto thy people Israel, whom thou hast redeemed, and lay not innocent blood unto thy people of Israel's charge. And the blood shall be forgiven them."
Deuteronomy,5,21,9,Deuteronomy 21:9,deuteronomy-21-9,Old Testament,"So shalt thou put away the guilt of innocent blood from among you, when thou shalt do that which is right in the sight of the LORD."
Deuteronomy,5,21,10,Deuteronomy 21:10,deuteronomy-21-10,Old Testament,"When thou goest forth to war against thine enemies, and the LORD thy God hath delivered them into thine hands, and thou hast taken them captive,"
Deuteronomy,5,21,11,Deuteronomy 21:11,deuteronomy-21-11,Old Testament,"And seest among the captives a beautiful woman, and hast a desire unto her, that thou wouldest have her to thy wife;"
Deuteronomy,5,21,12,Deuteronomy 21:12,deuteronomy-21-12,Old Testament,"Then thou shalt bring her home to thine house; and she shall shave her head, and pare her nails;"
Deuteronomy,5,21,13,Deuteronomy 21:13,deuteronomy-21-13,Old Testament,"And she shall put the raiment of her captivity from off her, and shall remain in thine house, and bewail her father and her mother a full month: and after that thou shalt go in unto her, and be her husband, and she shall be thy wife."
